"","X","movie_name","rating","types","year","duration","audience_rating","expert_rating"
"4212",4212,"CADENCE","PG-13","Drama, Mystery & Suspense",1989,"1h37m",42,70
"4213",4213,"CADILLAC RECORDS","R","Drama, Musical & Performing Arts",2008,"1h48m",67,65
"4214",4214,"CAESAR MUST DIE","NR","Art House & International, Documentary, Drama, Musical & Performing Arts, Special Interest",2013,"1h16m",92,74
"4215",4215,"CAFÉ DE FLORE","R","Art House & International, Drama",2012,"2h0m",64,76
"4216",4216,"CAFÉ SOCIETY","PG-13","Comedy, Romance",2016,"1h36m",71,56
"4217",4217,"CAFFEINE","R","Comedy",2007,"1h28m",0,39
"4218",4218,"THE CAINE MUTINY","PG","Action & Adventure, Classics, Drama, Mystery & Suspense, Romance",1954,"2h5m",92,87
"4219",4219,"CAIRO TIME","PG","Art House & International, Drama, Romance",2010,"1h28m",81,62
"4220",4220,"CAKE","R","Drama",2015,"1h42m",48,44
"4221",4221,"CALENDAR GIRLS","PG-13","Comedy, Special Interest",2003,"1h48m",74,67
"4222",4222,"CALIBRE","NR","Mystery & Suspense",NA,"1h41m",95,74
"4223",4223,"CALIFORNIA DREAMIN' (NESFARSIT) (ENDLESS)","NR","Art House & International, Comedy, Documentary, Drama",2007,"2h35m",89,82
"4224",4224,"CALIFORNIA SOLO","NR","Comedy, Drama",2012,"1h34m",68,54
"4225",4225,"CALIFORNIA SPLIT","R","Classics, Comedy, Drama",1974,"1h48m",88,83
"4226",4226,"CALIFORNIA SUITE","PG","Comedy, Romance",1978,"1h43m",54,45
"4227",4227,"CALIFORNIA TYPEWRITER","NR","Documentary",2017,"1h43m",100,83
"4228",4228,"CALL ME BY YOUR NAME","R","Drama, Romance",2018,"2h12m",94,86
"4229",4229,"CALL ME KUCHU","NR","Documentary, Drama, Special Interest",2013,"1h27m",98,89
"4230",4230,"CALL ME LUCKY","NR","Documentary",2015,"1h46m",85,80
"4231",4231,"CALL NORTHSIDE 777","NR","Classics, Drama, Mystery & Suspense",1948,"1h51m",76,73
"4232",4232,"CALLAS FOREVER","PG-13","Drama, Musical & Performing Arts",2004,"1h48m",41,54
"4233",4233,"CALLE 54","G","Art House & International, Documentary, Drama, Musical & Performing Arts",2001,"1h45m",87,87
"4234",4234,"CALLING ALL EARTHLINGS","NR","Documentary",2018,"1h14m",63,100
"4235",4235,"CALVARY","R","Art House & International, Comedy, Drama",2014,"1h45m",89,80
"4236",4236,"CALVIN MARSHALL","R","Comedy, Romance",2010,"1h33m",60,41
"4237",4237,"CAM","NR","Horror, Mystery & Suspense",2018,"1h34m",93,54
"4238",4238,"CAM2CAM","NR","Horror, Mystery & Suspense",2014,"1h31m",0,7
"4239",4239,"CAMERAMAN: THE LIFE AND WORK OF JACK CARDIFF","NR","Documentary, Television",2011,"1h26m",97,91
"4240",4240,"CAMERAPERSON","NR","Documentary",2016,"1h42m",99,68
"4241",4241,"CAMILLA","PG-13","Action & Adventure, Art House & International, Comedy, Drama",1994,"1h35m",40,39
"4242",4242,"CAMILLE CLAUDEL","R","Art House & International, Drama",1988,"2h53m",100,88
"4243",4243,"CAMILLE CLAUDEL, 1915","NR","Drama",2013,"1h35m",80,48
"4244",4244,"CAMINO","NR","Action & Adventure",2016,"1h44m",32,20
"4245",4245,"CAMP","PG-13","Comedy, Musical & Performing Arts",2003,"1h54m",64,68
"4246",4246,"CAMP ROCK 2: THE FINAL JAM","NR","Kids & Family, Musical & Performing Arts, Television",NA,"1h30m",63,55
"4247",4247,"CAMP COLD BROOK","NR","Horror, Mystery & Suspense",2020,"1h26m",57,39
"4248",4248,"CAMP NOWHERE","PG","Action & Adventure, Comedy, Kids & Family",1994,"1h36m",18,58
"4249",4249,"CAMP ROCK","G","Comedy, Kids & Family, Musical & Performing Arts, Television, Romance",2008,"1h36m",45,75
"4250",4250,"CAMP X-RAY","R","Drama",2014,"1h57m",75,63
"4251",4251,"CAMPFIRE","NR","Art House & International, Drama",2004,"1h36m",88,75
"4252",4252,"CAN WE TAKE A JOKE?","NR","Documentary",2016,"1h15m",55,76
"4253",4253,"CAN YOU KEEP A SECRET?","NR","Comedy",2019,"1h34m",29,38
"4254",4254,"CANADIAN BACON","R","Comedy",1995,"1h31m",14,52
"4255",4255,"CANARY (KANARIE)","NR","Drama, Musical & Performing Arts",NA,"2h0m",100,100
"4256",4256,"THE CANDIDATE","PG","Classics, Drama",1972,"1h50m",87,74
"4257",4257,"CANDY","R","Drama, Romance",2006,"1h48m",47,77
"4258",4258,"CANDY CORN","NR","Horror",NA,"1h25m",60,25
"4259",4259,"CANDY JAR","NR","Comedy",2018,"",71,67
"4260",4260,"CANDYMAN","R","Horror",1992,"1h38m",75,62
"4261",4261,"CANDYMAN: FAREWELL TO THE FLESH","R","Horror",1994,"1h34m",28,30
"4262",4262,"CANE RIVER","NR","Drama, Romance",2020,"1h30m",100,38
"4263",4263,"CANIBA","NR","Documentary",2018,"1h30m",59,33
"4264",4264,"CANNERY ROW","PG","Classics, Comedy, Drama, Romance",1982,"2h0m",71,71
"4265",4265,"CANNES MAN","R","Comedy",1995,"1h28m",50,45
"4266",4266,"CANNIBAL","NR","Art House & International, Mystery & Suspense",2014,"1h57m",67,35
"4267",4267,"CANNIBAL FEROX","R","Horror",1981,"1h33m",40,44
"4268",4268,"CANNIBAL HOLOCAUST","NR","Horror",1979,"1h35m",65,62
"4269",4269,"CANNIBAL! THE MUSICAL (ALFERD PACKER: THE MUSICAL)","R","Comedy, Horror",1996,"1h34m",63,82
"4270",4270,"CANNONBALL RUN II","PG","Action & Adventure, Comedy",1984,"1h48m",13,45
"4271",4271,"CANOA","NR","Art House & International, Drama",1975,"1h55m",83,88
"4272",4272,"CANOPY","PG-13","Drama",2014,"1h24m",75,33
"4273",4273,"CAN'T BUY ME LOVE","PG-13","Comedy, Romance",1987,"1h34m",48,74
"4274",4274,"CAN'T HARDLY WAIT","PG-13","Comedy",1998,"1h38m",40,63
"4275",4275,"CAN'T STAND LOSING YOU","NR","Documentary, Musical & Performing Arts",2015,"1h19m",35,62
"4276",4276,"CAN'T STOP THE MUSIC","PG","Cult Movies, Musical & Performing Arts",1980,"1h58m",7,37
"4277",4277,"CAN'T STOP, WON'T STOP: A BAD BOY STORY","NR","Documentary",NA,"1h20m",44,44
"4278",4278,"I CAN'T THINK STRAIGHT","R","Drama, Romance",2008,"1h20m",16,62
"4279",4279,"CANTINFLAS","PG","Drama",2014,"1h43m",45,67
"4280",4280,"CAPERNAUM (CAPHARNAÜM)","NR","Drama",2018,"2h10m",90,92
"4281",4281,"CAPITAL","R","Drama",2013,"1h54m",58,46
"4282",4282,"CAPITAL IN THE TWENTY-FIRST CENTURY","NR","Documentary",2020,"1h43m",93,78
"4283",4283,"CAPITALISM: A LOVE STORY","R","Documentary, Special Interest",2009,"2h7m",74,74
"4284",4284,"CAPONE","R","Drama",2020,"1h43m",41,25
"4285",4285,"CAPRICORN ONE","R","Drama, Mystery & Suspense, Science Fiction & Fantasy",1978,"2h4m",62,57
"4286",4286,"CAPTAIN ABU RAED","NR","Art House & International, Drama",2007,"1h50m",80,79
"4287",4287,"CAPTAIN AMERICA","PG-13","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",1990,"1h40m",7,16
"4288",4288,"CAPTAIN AMERICA: CIVIL WAR","PG-13","Action & Adventure, Science Fiction & Fantasy",2016,"2h26m",91,89
"4289",4289,"CAPTAIN AMERICA: THE FIRST AVENGER","PG-13","Action & Adventure, Mystery & Suspense",2011,"2h4m",80,74
"4290",4290,"CAPTAIN AMERICA: THE WINTER SOLDIER","PG-13","Action & Adventure, Science Fiction & Fantasy",2014,"2h15m",90,92
"4291",4291,"CAPTAIN CORELLI'S MANDOLIN","R","Drama, Romance",2001,"2h7m",28,50
"4292",4292,"CAPTAIN FANTASTIC","R","Drama",2016,"1h59m",83,85
"4293",4293,"CAPTAIN HORATIO HORNBLOWER","G","Action & Adventure, Classics, Drama",1951,"1h57m",100,77
"4294",4294,"CAPTAIN JANUARY","G","Action & Adventure, Classics, Comedy, Drama, Musical & Performing Arts",1936,"1h15m",86,75
"4295",4295,"CAPTAIN KIDD","G","Action & Adventure, Classics, Drama",1945,"1h29m",100,48
"4296",4296,"CAPTAIN MARVEL","PG-13","Action & Adventure, Science Fiction & Fantasy",2019,"2h4m",79,47
"4297",4297,"CAPTAIN PHILLIPS","PG-13","Drama",2013,"2h13m",93,89
"4298",4298,"CAPTAIN RON","PG-13","Comedy",1992,"1h40m",23,52
"4299",4299,"CAPTAIN UNDERPANTS: THE FIRST EPIC MOVIE (CAPTAIN UNDERPANTS)","PG","Animation, Comedy",2017,"1h29m",87,61
"4300",4300,"CAPTIVE","PG-13","Drama, Mystery & Suspense, Special Interest",2015,"1h37m",27,43
"4301",4301,"CAPTIVE STATE","PG-13","Drama, Mystery & Suspense, Science Fiction & Fantasy",2019,"1h49m",43,37
"4302",4302,"CAPTIVITY","R","Horror, Mystery & Suspense",2007,"1h25m",9,23
"4303",4303,"CAPTURE THE FLAG","NR","Action & Adventure, Animation, Art House & International, Comedy",NA,"1h37m",48,42
"4304",4304,"CAPTURING THE FRIEDMANS","R","Documentary, Special Interest",2003,"1h47m",97,89
"4305",4305,"CAR WASH","PG","Comedy, Drama, Romance",1976,"1h37m",88,61
"4306",4306,"CARAMEL","PG","Comedy, Drama, Romance",2008,"1h36m",92,81
"4307",4307,"CARBON NATION","PG","Documentary, Special Interest",2011,"1h22m",40,76
"4308",4308,"CARDBOARD BOXER","NR","Drama",2016,"1h28m",38,54
"4309",4309,"THE CARDINAL","NR","Classics, Documentary, Drama, Special Interest",1963,"2h55m",50,67
"4310",4310,"THE CARE BEARS MOVIE","G","Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",1985,"1h16m",50,58
"4311",4311,"CAREER OPPORTUNITIES","PG-13","Comedy",1991,"1h24m",38,37
"4312",4312,"CAREFUL","R","Comedy, Drama, Special Interest",1993,"1h40m",83,81
"4313",4313,"CAREFUL WHAT YOU WISH FOR","R","Drama, Mystery & Suspense",2016,"1h31m",17,61
"4314",4314,"CARGO","R","Art House & International, Drama, Mystery & Suspense",2011,"1h26m",67,33
"4315",4315,"CARGO","NR","Drama, Mystery & Suspense",NA,"",88,65
"4316",4316,"CARLITO'S WAY","R","Drama",1993,"2h24m",81,91
"4317",4317,"CARLITO'S WAY: RISE TO POWER","R","Action & Adventure, Drama",2005,"1h33m",33,50
"4318",4318,"CARLOS","NR","Art House & International, Classics, Drama, Television",2010,"2h30m",93,85
"4319",4319,"CARMEN & LOLA (CARMEN Y LOLA)","NR","Drama",NA,"1h27m",89,59
"4320",4320,"CARMEN JONES","NR","Classics, Drama, Musical & Performing Arts",1954,"1h45m",76,78
"4321",4321,"CARNAGE","R","Comedy, Drama",2011,"1h19m",70,66
"4322",4322,"CARNAGE PARK","NR","Mystery & Suspense",2016,"1h20m",61,29
"4323",4323,"CARNAL KNOWLEDGE","R","Classics, Comedy, Drama",1971,"1h36m",87,72
"4324",4324,"CAROL","R","Drama, Romance",2015,"1h58m",94,74
"4325",4325,"CAROL CHANNING: LARGER THAN LIFE","PG","Documentary, Musical & Performing Arts, Television",2012,"1h23m",90,87
"4326",4326,"CAROUSEL","G","Drama, Horror, Musical & Performing Arts, Romance",1956,"2h8m",83,61
"4327",4327,"THE CARPETBAGGERS","PG","Classics, Drama, Romance",1964,"2h30m",33,64
"4328",4328,"CARPOOL","PG","Comedy",1996,"1h32m",13,39
"4329",4329,"CARRIE","R","Horror",2013,"1h39m",50,44
"4330",4330,"CARRIE","NR","Classics, Drama, Romance",1952,"1h58m",83,59
"4331",4331,"CARRIE PILBY","NR","Comedy",2017,"1h38m",62,73
"4332",4332,"CARRINGTON","R","Drama, Romance",1995,"2h2m",54,74
"4333",4333,"CARRY ON CAMPING","R","Classics, Comedy",1969,"1h28m",40,78
"4334",4334,"CARS","G","Action & Adventure, Animation, Comedy, Kids & Family",2006,"1h57m",75,79
"4335",4335,"CARS 2","G","Action & Adventure, Animation, Comedy, Kids & Family",2011,"1h47m",39,49
"4336",4336,"CARS 3","G","Animation, Comedy, Kids & Family",2017,"1h49m",70,69
"4337",4337,"CARTEL LAND","R","Documentary",2015,"1h38m",90,82
"4338",4338,"CARTER & JUNE","NR","Comedy",2018,"1h27m",13,33
"4339",4339,"CAS & DYLAN","NR","Art House & International, Comedy, Drama",2015,"1h30m",31,62
"4340",4340,"CASA DE LOS BABYS","R","Drama",2003,"1h35m",58,50
"4341",4341,"CASA DE MI PADRE","R","Art House & International, Comedy",2012,"1h24m",42,35
"4342",4342,"CASANOVA VARIATIONS","NR","Drama, Science Fiction & Fantasy",NA,"1h58m",40,40
"4343",4343,"CASE 39","R","Horror, Mystery & Suspense",2010,"1h49m",21,39
"4344",4344,"CASEY'S SHADOW","PG","Action & Adventure, Comedy, Drama, Kids & Family",1978,"1h57m",78,73
"4345",4345,"CASH","NR","Action & Adventure, Art House & International, Mystery & Suspense",2007,"2h25m",20,38
"4346",4346,"CASHBACK","R","Comedy, Drama, Romance",2007,"1h42m",46,77
"4347",4347,"CASINO JACK","R","Comedy, Drama, Mystery & Suspense",2010,"1h48m",40,34
"4348",4348,"CASINO JACK AND THE UNITED STATES OF MONEY","R","Documentary, Special Interest",2010,"2h0m",82,80
"4349",4349,"CASINO ROYALE","PG-13","Action & Adventure, Mystery & Suspense",2006,"2h24m",95,89
"4350",4350,"CASPER","PG","Drama, Kids & Family, Science Fiction & Fantasy",1995,"1h40m",51,49
"4351",4351,"CASPER: A SPIRITED BEGINNING","PG","Comedy, Kids & Family, Television",1997,"1h34m",0,41
"4352",4352,"CASSADAGA","R","Horror, Mystery & Suspense",2013,"1h53m",18,24
"4353",4353,"CASSANDRA'S DREAM","PG-13","Art House & International, Drama, Mystery & Suspense",2007,"1h48m",45,49
"4354",4354,"CAST AWAY","PG-13","Action & Adventure, Drama",2000,"2h23m",88,84
"4355",4355,"CASTING ABOUT","NR","Comedy, Documentary, Television",2007,"1h26m",63,0
"4356",4356,"CASTING BY","PG","Documentary, Special Interest, Television",2013,"1h29m",94,79
"4357",4357,"CASTLE FREAK","R","Cult Movies, Horror",NA,"1h35m",63,45
"4358",4358,"CASTLE IN THE GROUND","NR","Drama",NA,"1h45m",65,70
"4359",4359,"CASTLE IN THE SKY","PG","Animation, Kids & Family, Science Fiction & Fantasy",1989,"2h4m",NA,91
"4360",4360,"CASTLE KEEP","R","Action & Adventure, Classics, Drama, Science Fiction & Fantasy, Romance",1969,"1h46m",38,50
"4361",4361,"CASUAL SEX?","R","Comedy, Romance",1988,"1h37m",33,29
"4362",4362,"CASUALTIES OF WAR","R","Action & Adventure, Drama",1989,"2h0m",83,75
"4363",4363,"CAT BALLOU","G","Classics, Comedy, Musical & Performing Arts, Western",1965,"1h36m",88,74
"4364",4364,"CAT CHASER","R","Action & Adventure, Mystery & Suspense",1989,"1h30m",40,15
"4365",4365,"DR. SEUSS' THE CAT IN THE HAT","PG","Comedy, Kids & Family",2003,"1h22m",9,51
"4366",4366,"CAT RUN","R","Action & Adventure, Comedy, Drama",2011,"1h42m",20,33
"4367",4367,"CATCH-22","R","Classics, Comedy, Drama",1970,"2h1m",79,76
"4368",4368,"CATCH A FIRE","PG-13","Drama, Musical & Performing Arts, Mystery & Suspense",2006,"1h42m",75,71
"4369",4369,"CATCH AND RELEASE","PG-13","Comedy, Drama, Romance",2007,"1h51m",22,55
"4370",4370,"CATCH HELL","NR","Drama, Mystery & Suspense",2014,"1h38m",0,32
"4371",4371,"CATCH ME IF YOU CAN","PG-13","Action & Adventure, Drama",2002,"2h20m",96,89
"4372",4372,"CATCH THAT KID","PG","Action & Adventure, Kids & Family",2004,"1h32m",13,47
"4373",4373,"CATCHFIRE (BACKTRACK)","R","Action & Adventure, Comedy, Mystery & Suspense",1990,"1h55m",50,25
"4374",4374,"CATCHING FEELINGS","NR","Comedy, Romance",2018,"2h4m",100,59
"4375",4375,"CATCHING OUT","NR","Documentary, Special Interest",2003,"1h19m",78,NA
"4376",4376,"CATERINA IN THE BIG CITY","NR","Art House & International, Comedy, Drama",2003,"1h46m",89,77
"4377",4377,"CATERPILLAR","NR","Art House & International, Drama",2011,"1h25m",85,53
"4378",4378,"CATFIGHT","NR","Comedy",2017,"1h36m",73,43
"4379",4379,"CATFISH","PG-13","Documentary, Drama, Special Interest",2010,"1h28m",80,71
"4380",4380,"CATS","PG","Comedy, Drama, Musical & Performing Arts",2019,"1h50m",20,53
"4381",4381,"CATS & DOGS","PG","Action & Adventure, Comedy, Kids & Family, Romance",2001,"1h27m",54,32
"4382",4382,"CATS & DOGS: THE REVENGE OF KITTY GALORE","PG","Action & Adventure, Comedy, Kids & Family",2010,"1h22m",13,38
"4383",4383,"CATS DON'T DANCE","G","Animation, Kids & Family",1997,"1h15m",74,80
"4384",4384,"STEPHEN KING'S 'CAT'S EYE'","PG-13","Comedy, Horror, Mystery & Suspense",1985,"1h33m",67,50
"4385",4385,"THE CAT'S MEOW","PG-13","Comedy, Drama",2001,"1h50m",75,51
"4386",4386,"CATS: THE MUSICAL","G","Art House & International, Musical & Performing Arts",1998,"",20,80
"4387",4387,"CATWALK: TALES FROM THE CAT SHOW CIRCUIT","NR","Documentary",NA,"",80,75
"4388",4388,"CATWOMAN","PG-13","Action & Adventure, Drama",2004,"1h44m",9,18
"4389",4389,"CAUGHT","NR","Art House & International, Horror",2018,"1h26m",67,29
"4390",4390,"CAUGHT INSIDE","R","Action & Adventure, Art House & International, Drama, Mystery & Suspense",NA,"1h33m",86,35
"4391",4391,"CAUGHT UP","R","Action & Adventure, Drama, Mystery & Suspense",1998,"1h37m",0,55
"4392",4392,"CAUTIVA","NR","Art House & International, Drama",2006,"1h55m",71,81
"4393",4393,"CAVALCADE","NR","Classics, Drama, Romance",1933,"1h49m",59,26
"4394",4394,"THE CAVE","PG-13","Action & Adventure, Horror, Science Fiction & Fantasy",2005,"1h37m",12,28
"4395",4395,"CAVE OF FORGOTTEN DREAMS","G","Documentary, Special Interest",2011,"1h30m",96,73
"4396",4396,"THE CAVE OF THE YELLOW DOG (DIE HOHLE DES GELBEN HUNDES)","G","Art House & International, Drama, Special Interest",2005,"1h33m",90,88
"4397",4397,"CAVEMAN","PG","Action & Adventure, Comedy, Musical & Performing Arts, Science Fiction & Fantasy",1981,"1h32m",26,54
"4398",4398,"CAVEMEN","R","Comedy, Romance",2014,"1h27m",14,58
"4399",4399,"CB4","R","Comedy",1993,"1h26m",57,62
"4400",4400,"CBGB","R","Drama, Musical & Performing Arts",2013,"1h41m",7,42
"4401",4401,"CECIL B. DEMENTED","R","Comedy",2000,"1h28m",53,67
"4402",4402,"CEDAR RAPIDS","R","Comedy",2011,"1h27m",86,59
"4403",4403,"CELESTE AND JESSE FOREVER","R","Comedy, Drama",2012,"1h30m",71,62
"4404",4404,"CELINE: THROUGH THE EYES OF THE WORLD","NR","Documentary, Musical & Performing Arts, Special Interest",2010,"2h0m",33,78
"4405",4405,"CELL","R","Horror",2016,"1h38m",11,17
"4406",4406,"CELL 213","R","Horror",2011,"1h49m",17,20
"4407",4407,"CELLMATES","PG-13","Comedy",2012,"1h26m",47,63
"4408",4408,"CELLULAR","PG-13","Action & Adventure, Mystery & Suspense",2004,"1h32m",55,59
"4409",4409,"THE CELLULOID CLOSET","R","Documentary, Television, Gay & Lesbian",1996,"1h42m",97,89
"4410",4410,"CELTIC PRIDE","PG-13","Comedy",1996,"1h30m",9,31
"4411",4411,"THE CEMETERY CLUB","PG-13","Comedy, Documentary",1993,"1h47m",57,32
"4412",4412,"CEMETERY JUNCTION","R","Comedy",2010,"1h35m",55,63
"4413",4413,"THE CENTER OF THE WORLD","R","Art House & International, Drama, Romance",2001,"1h26m",34,41
"4414",4414,"CENTER STAGE","PG-13","Drama, Musical & Performing Arts",2000,"1h54m",42,82
"4415",4415,"CENTIGRADE","NR","Mystery & Suspense",2020,"2h7m",40,41
"4416",4416,"CENTRAL STATION (CENTRAL DO BRASIL)","R","Art House & International, Drama",1998,"1h50m",94,95
"4417",4417,"CENTRAL INTELLIGENCE","PG-13","Action & Adventure, Comedy",2016,"1h47m",71,61
"4418",4418,"CENTURION","R","Action & Adventure, Drama, Mystery & Suspense",2010,"1h37m",61,43
"4419",4419,"CEREMONY","R","Comedy",2011,"1h30m",39,31
"4420",4420,"CERTAIN WOMEN","R","Drama",2016,"1h47m",91,51
"4421",4421,"CERTIFIED COPY (COPIE CONFORME)","NR","Art House & International, Drama",2011,"1h46m",89,70
"4422",4422,"CESAR CHAVEZ","PG-13","Drama",2014,"1h41m",38,60
"4423",4423,"CHAIN LETTER","R","Horror, Mystery & Suspense",2010,"1h27m",33,45
"4424",4424,"CHAIN OF DEATH","NR","Horror, Mystery & Suspense",NA,"1h40m",60,NA
"4425",4425,"CHAINED","R","Mystery & Suspense",NA,"1h34m",68,53
"4426",4426,"CHAIRMAN OF THE BOARD","PG-13","Comedy",1997,"1h35m",13,21
"4427",4427,"CHAK DE! INDIA","NR","Art House & International, Drama",2007,"2h28m",94,92
"4428",4428,"CHALET GIRL","R","Art House & International, Comedy",2011,"1h36m",77,53
"4429",4429,"CHALK","PG-13","Comedy, Drama",2007,"1h24m",80,61
"4430",4430,"THE CHAMBER","R","Drama, Mystery & Suspense",1996,"1h51m",12,39
"4431",4431,"CHAMELEON","NR","Mystery & Suspense",NA,"1h20m",100,80
"4432",4432,"CHAMPS","NR","Documentary, Special Interest",2015,"1h25m",67,95
"4433",4433,"CHAN IS MISSING","R","Art House & International, Comedy",1982,"1h20m",93,76
"4434",4434,"CHANCES ARE","PG","Comedy, Science Fiction & Fantasy, Romance",1989,"1h48m",67,65
"4435",4435,"CHANDNI CHOWK TO CHINA","PG-13","Action & Adventure, Art House & International, Comedy, Drama",2009,"2h20m",42,31
"4436",4436,"CHANGE IN THE AIR","PG","Drama",2018,"1h34m",11,50
"4437",4437,"CHANGELAND","R","Comedy, Drama",2019,"",63,58
"4438",4438,"THE CHANGELING","R","Horror, Mystery & Suspense",1980,"1h47m",83,79
"4439",4439,"CHANGING LANES","R","Action & Adventure, Drama, Mystery & Suspense",2002,"1h38m",77,53
"4440",4440,"CHANGING THE GAME","R","Drama",2012,"1h43m",83,78
"4441",4441,"CHAOS THEORY","PG-13","Comedy, Drama",2008,"1h28m",31,58
"4442",4442,"CHAPLIN","PG-13","Drama",1992,"2h24m",59,81
"4443",4443,"CHAPPAQUIDDICK","PG-13","Mystery & Suspense",2018,"1h41m",81,68
"4444",4444,"CHAPPIE","R","Action & Adventure",2015,"2h0m",33,56
"4445",4445,"CHARGE OF THE LIGHT BRIGADE","NR","Action & Adventure, Classics, Drama",1936,"1h56m",71,59
"4446",4446,"CHARIOTS OF FIRE","PG","Art House & International, Drama, Sports & Fitness",1981,"2h3m",82,80
"4447",4447,"CHARLEY VARRICK","PG","Action & Adventure, Drama, Mystery & Suspense",1973,"1h51m",83,82
"4448",4448,"CHARLIE AND THE CHOCOLATE FACTORY","PG","Comedy, Kids & Family, Science Fiction & Fantasy",2005,"1h55m",83,51
"4449",4449,"CHARLIE BARTLETT","R","Comedy",2007,"1h38m",57,71
"4450",4450,"A CHARLIE BROWN CHRISTMAS","NR","Animation, Comedy, Kids & Family",1965,"",NA,NA
"4451",4451,"A CHARLIE BROWN THANKSGIVING","NR","Animation, Drama, Kids & Family",2003,"",100,75
"4452",4452,"CHARLIE CASANOVA","NR","Drama",NA,"1h34m",13,41
"4453",4453,"CHARLIE CHAN AND THE CURSE OF THE DRAGON QUEEN","R","Action & Adventure, Comedy, Mystery & Suspense",1981,"1h37m",33,32
"4454",4454,"CHARLIE COUNTRYMAN","R","Action & Adventure, Comedy",2013,"1h48m",27,49
"4455",4455,"CHARLIE SAYS","R","Drama",2019,"1h50m",59,70
"4456",4456,"CHARLIE ST. CLOUD","PG-13","Drama",2010,"1h39m",28,60
"4457",4457,"CHARLIE WILSON'S WAR","R","Comedy, Drama",2007,"1h42m",82,73
"4458",4458,"CHARLIE'S ANGELS","PG-13","Action & Adventure, Comedy",2000,"1h38m",68,45
"4459",4459,"CHARLIE'S ANGELS","PG-13","Action & Adventure, Comedy",2019,"1h58m",52,78
"4460",4460,"CHARLIE'S ANGELS - FULL THROTTLE","PG-13","Action & Adventure, Comedy",2003,"1h51m",42,40
"4461",4461,"CHARLOTTE GRAY","PG-13","Drama, Romance",2002,"2h1m",33,62
"4462",4462,"THE LOOK","NR","Documentary, Special Interest, Television",2011,"1h38m",84,52
"4463",4463,"CHARLOTTE'S WEB","G","Animation, Drama, Kids & Family",2006,"1h38m",78,62
